,ETkc,petsum,aetsum,aetimsum,petimsum,kc_mean,irr_frac
2001-01-01,0.0042284705705896725,0.007309967110166026,0.0019988673719606616,0.002981159912109375,0.01126871982421875,0.28912365,0.7819142018430439
2001-02-01,0.003939774383328154,0.00802478415284978,0.0029776524029214726,0.0036527398681640627,0.0099126896484375,0.29479086,0.7819142018430439
2001-03-01,0.008431052569930444,0.01835153566277007,0.00634926830097885,0.0073591202636718745,0.021433950000000004,0.29572982,0.7819142018430439
2001-04-01,0.007428719341664644,0.016973134775394874,0.004684293158030029,0.005281200000000001,0.019220310351562502,0.29608822,0.7819142018430439
2001-05-01,0.023504456685767713,0.03608549106510801,0.004493583619593848,0.00504791982421875,0.04025600859375,0.4649868,0.7819142018430439
2001-06-01,0.027144103450183192,0.025022731129367082,0.0020825411507225003,0.002334240087890625,0.0279135,0.7728461,0.7819142018430439
2001-07-01,0.045265844453241305,0.03676264017790031,0.008192785259327796,0.009157231054687501,0.0410284828125,0.8599646,0.7819142018430439
2001-08-01,0.04313194304758824,0.034739149275989735,0.0045797135969844124,0.00510920947265625,0.0387637171875,0.87615824,0.7819142018430439
2001-09-01,0.026200053876469245,0.03025931730945188,0.003158843874134362,0.003550140087890625,0.03374765859375,0.621448,0.7819142018430439
2001-10-01,0.008244100820263714,0.016961531529916245,0.0012723425621272546,0.0014491799560546875,0.0193784396484375,0.3521722,0.7819142018430439
2001-11-01,0.004965279927994501,0.012181400005324828,0.0018971740718070353,0.00223676982421875,0.01447695087890625,0.27298385,0.7819142018430439
2001-12-01,0.001968818363361734,0.0034341766451371574,0.0010151812484652208,0.0015572699340820314,0.00534555,0.27103376,0.7819142018430439
2002-01-01,0.002932437690802893,0.00638228320258667,0.0019174830172275486,0.002254679956054688,0.0075869103515625,0.28912365,0.7819142018430439
2002-02-01,0.00688029004479377,0.015541205210420714,0.00414046654140985,0.004688279736328125,0.0179004603515625,0.29479086,0.7819142018430439
2002-03-01,0.007921297841335771,0.01834817009167363,0.004890292618782253,0.005458679736328125,0.020546550000000004,0.29572982,0.7819142018430439
2002-04-01,0.008260954377766654,0.01902373190834559,0.0045767061996056626,0.00518516982421875,0.021547889648437502,0.29608822,0.7819142018430439
2002-05-01,0.02177278460311216,0.0332141128649277,0.0052151907809801735,0.0058623301757812505,0.037052370703125004,0.4649868,0.7819142018430439
2002-06-01,0.04134581085895115,0.03775349618771848,0.006009711745897895,0.0067562103515625,0.042117570703125,0.7728461,0.7819142018430439
2002-07-01,0.045280241159056586,0.036997283857749176,0.006462533412442278,0.007199639648437501,0.04128624140625,0.8599646,0.7819142018430439
2002-08-01,0.041391307004906217,0.033332057068734065,0.004630702969988655,0.005160690087890625,0.03719619140625,0.87615824,0.7819142018430439
2002-09-01,0.025274536613090936,0.029218311846409238,0.0030651746118387987,0.0034396200439453127,0.032569020703125,0.621448,0.7819142018430439
2002-10-01,0.007377096150887313,0.0148416004018961,0.0015023352718379177,0.0017270100219726565,0.0169533,0.3521722,0.7819142018430439
2002-11-01,0.0049432318830906746,0.0110392261731774,0.001631015040502034,0.002059290087890625,0.014294339648437501,0.27298385,0.7819142018430439
2002-12-01,0.0028012802842055148,0.0064522306010422565,0.0017131307438354652,0.002072340087890625,0.0079212603515625,0.27103376,0.7819142018430439
2003-01-01,0.0005783200222146025,0.00020554010787524515,5.0399013039460784e-05,9.603000411987305e-05,0.0003935699890136719,0.28912365,0.7819142018430439
2003-02-01,0.005716446669011536,0.012787262467693357,0.004447380229905884,0.00500876982421875,0.014527799121093749,0.29479086,0.7819142018430439
2003-03-01,0.008406581622495262,0.018781352922803096,0.005954634136777984,0.006760350000000001,0.02153655,0.29572982,0.7819142018430439
2003-04-01,0.007035556084199671,0.016024928530276004,0.003955046494651865,0.00447975,0.018231570703125,0.29608822,0.7819142018430439
2003-05-01,0.020322359800815905,0.03108020470249376,0.004561994335487425,0.005121990087890625,0.034697882812500004,0.4649868,0.7819142018430439
2003-06-01,0.04031090883191242,0.03691311797395189,0.005192868706856792,0.005814720263671876,0.04118535,0.7728461,0.7819142018430439
2003-07-01,0.04285309572970052,0.03530372817516312,0.0036637783732325515,0.004071150439453126,0.039394262109375,0.8599646,0.7819142018430439
2003-08-01,0.04301478015159557,0.03442861829490857,0.006546134266092452,0.007295580175781251,0.038414517187500004,0.87615824,0.7819142018430439
2003-09-01,0.025310850101373378,0.02908507926608726,0.003953712557217747,0.004430790527343751,0.032430870703125,0.621448,0.7819142018430439
2003-10-01,0.008971843919293341,0.018854140618913138,0.0016824073081851965,0.0018858599121093752,0.0210098689453125,0.3521722,0.7819142018430439
2003-11-01,0.005204293742172344,0.01299381964933869,0.002223327608606691,0.00256166982421875,0.015051329296875,0.27298385,0.7819142018430439
2003-12-01,0.0030219543579568893,0.007108591402294065,0.0015349048511359813,0.0018444599121093751,0.00856745947265625,0.27103376,0.7819142018430439
2004-01-01,0.0019035507611512472,0.003463703124229193,0.001054061901556544,0.00139995,0.004670100000000001,0.28912365,0.7819142018430439
2004-02-01,0.004786445614888116,0.010580604696935033,0.003951796408087793,0.004446989648437501,0.011941019824218751,0.29479086,0.7819142018430439
2004-03-01,0.010292249869561877,0.02363547894872018,0.006554817152664287,0.007322310351562501,0.0265350603515625,0.29572982,0.7819142018430439
2004-04-01,0.012474337590670627,0.029909528667397704,0.004794431439168771,0.00535976982421875,0.033362370703125005,0.29608822,0.7819142018430439
2004-05-01,0.016029152968741776,0.024512043778502544,0.0038430111603316676,0.004303440087890626,0.0273422724609375,0.4649868,0.7819142018430439
