Unnamed: 0,MODkc,pet,aet,kc
2001-01-01,0.12082584513346609,0.26408583072509595,0.06971723990936078,0.4525386860416667
2001-02-01,0.13237465155461708,0.25229843681945635,0.09565469954681169,0.48600778104166675
2001-03-01,0.2881739317702248,0.5350794272094717,0.19127042918700993,0.5090160897916666
2001-04-01,0.26648118965747414,0.48658833017577985,0.1312665303131083,0.5377760222916667
2001-05-01,0.6413045247505389,1.0164199559326164,0.12694662097091466,0.6368575931250001
2001-06-01,0.5881858020517524,0.7123488185302728,0.058690890973661494,0.7981607977083333
2001-07-01,0.9213833459885896,1.0346077746826168,0.15363080962714976,0.8453398429166664
2001-08-01,0.8975832978863397,0.9956804332763668,0.09258875852336647,0.8686890839583333
2001-09-01,0.6614249093787886,0.8509407420410149,0.07960779160194213,0.786117481875
2001-10-01,0.2775510284111114,0.46909043865966626,0.04169340043258479,0.6356404511249999
2001-11-01,0.1484174192940933,0.31030082858276237,0.05664941998901148,0.5064805912500001
2001-12-01,0.07442221343638822,0.16425000124969236,0.05079644958114438,0.43076349291666655
2002-01-01,0.09651574539820292,0.20792969961547672,0.0641385906646707,0.4525386860416667
2002-02-01,0.22294104110979512,0.4460304581542957,0.11621655035705358,0.48600778104166675
2002-03-01,0.26525942575049843,0.5157948599121082,0.127883341007994,0.5090160897916666
2002-04-01,0.28587353700081686,0.5367783672729484,0.1150083898544289,0.5377760222916667
2002-05-01,0.5914364340846433,0.9306279977783195,0.13432626013183396,0.6368575931250001
2002-06-01,0.8909053400523801,1.0707075971191404,0.13263245978507815,0.7981607977083333
2002-07-01,0.9272886335078553,1.052705056860351,0.1177268383798581,0.8453398429166664
2002-08-01,0.8656022158436253,0.9626127286376946,0.0915307195632917,0.8686890839583333
2002-09-01,0.6476107030330925,0.8325074713623039,0.07910397055206098,0.786117481875
2002-10-01,0.23955866864361325,0.4033141186157213,0.041883119789884536,0.6356404511249999
2002-11-01,0.1618253645380354,0.3461884174072249,0.05240618991622731,0.5064805912500001
2002-12-01,0.0951689289654539,0.21222810027465625,0.0593413197418193,0.43076349291666655
2003-01-01,0.08049369864743675,0.17047548061523252,0.04337981982421733,0.4525386860416667
2003-02-01,0.19104914697584993,0.36625364802245935,0.13062482970886014,0.48600778104166675
2003-03-01,0.2800832911347875,0.5350382176025384,0.15737075991210744,0.5090160897916666
2003-04-01,0.2494000682606287,0.45737370285644385,0.10937268075256171,0.5377760222916667
2003-05-01,0.5525338982414498,0.8601194608154292,0.12965373044357084,0.6368575931250001
2003-06-01,0.8725740111704584,1.0444122966796867,0.12824864968070768,0.7981607977083333
2003-07-01,0.8909900849724335,1.0123841757568355,0.08581922943248525,0.8453398429166664
2003-08-01,0.9022427760593442,0.9913624031249997,0.13616261969375454,0.8686890839583333
2003-09-01,0.6556660037012798,0.8408579455810541,0.08800551060561933,0.786117481875
2003-10-01,0.32107763620653046,0.5436602100219715,0.04262831897105959,0.6356404511249999
2003-11-01,0.16986959412449762,0.35259039030761574,0.06900515989837432,0.5064805912500001
2003-12-01,0.0860077794563379,0.20048022144469993,0.04668344984206984,0.43076349291666655
2004-01-01,0.09490517263331613,0.20702807696227818,0.05318631037902582,0.4525386860416667
2004-02-01,0.16062648517928868,0.3062434501098615,0.11673260930785931,0.48600778104166675
2004-03-01,0.34921562838634235,0.6669916235595699,0.1884170707855205,0.5090160897916666
2004-04-01,0.4343016566265128,0.8415936817382808,0.1285683296676615,0.5377760222916667
2004-05-01,0.4332856306804994,0.6838638351196282,0.08875763911971811,0.6368575931250001
2004-06-01,0.8659527378383856,1.0330433901123044,0.14143301791877563,0.7981607977083333
2004-07-01,0.9379745466065567,1.0612649772949212,0.12286259963264293,0.8453398429166664
2004-08-01,0.8909974766059057,0.9865745140869133,0.09277019935970139,0.8686890839583333
2004-09-01,0.6490348730846066,0.8363339079345695,0.06522201005973585,0.786117481875
2004-10-01,0.3026977983668999,0.49400099747314313,0.08034317907714618,0.6356404511249999
2004-11-01,0.11643656751323211,0.2317652981323226,0.05991362956466496,0.5064805912500001
2004-12-01,0.06615128528803621,0.14719581106567234,0.03458402982559018,0.43076349291666655
2005-01-01,0.05995709358582038,0.1137626089508035,0.061029900411984986,0.4525386860416667
2005-02-01,0.1437923087556719,0.25784253338928037,0.1302720304641705,0.48600778104166675
2005-03-01,0.2703412406680274,0.4958381642211901,0.1861608613128643,0.5090160897916666
2005-04-01,0.2773877515633514,0.4984712123291003,0.1454619618072491,0.5377760222916667
2005-05-01,0.5527433934631103,0.8421910297119134,0.17606115072784254,0.6368575931250001
2005-06-01,0.8487238226370665,1.0049679898681634,0.1605089702499371,0.7981607977083333
2005-07-01,0.9579545033189992,1.0930798608398435,0.07401501091632674,0.8453398429166664
2005-08-01,0.888972730005902,0.9855890907714834,0.0905195690277081,0.8686890839583333
2005-09-01,0.6330558831991123,0.8074423844604484,0.09625446008033536,0.786117481875
2005-10-01,0.2632534833585109,0.4354741756713854,0.05729445003433057,0.6356404511249999
2005-11-01,0.18704602600268846,0.4032784815490706,0.04532111954269205,0.5064805912500001
2005-12-01,0.05674596231659066,0.1311126306976296,0.020624939794347746,0.43076349291666655
2006-01-01,0.09136140499437805,0.1909980905822735,0.0635853595825174,0.4525386860416667
2006-02-01,0.2018886540113632,0.4033128617248521,0.11155590030212201,0.48600778104166675
2006-03-01,0.17153654677748853,0.31433039774780114,0.12540941872558362,0.5090160897916666
2006-04-01,0.2697193207164948,0.4598684971435531,0.19002167932433928,0.5377760222916667
